Name,Rating,Type,Num_of_Reviews,Highly Rated for,Critically Rated for,Location
Vaidik Eduservices,3.3,EdTech,(241),,"Promotions, Job Security, Work Satisfaction",Noida +15 other locations
Oasis Partners Asia,3.9,Recruitment,(241),,"Promotions, Job Security, Salary",Mumbai +92 other locations
CyberSWIFT Infotech,3.6,IT Services & Consulting,(240),,"Promotions, Work Life Balance, Work Satisfaction",Kolkata +14 other locations
HMSHost,3.8,FMCG,(240),,"Promotions, Company Culture, Work Satisfaction",Bengaluru +12 other locations
Amara Raja Power Systems,4.3,Auto Components,(240),"Job Security, Company Culture, Work Life Balance",,Tirupati +36 other locations
Filatex India,3.6,Fashion & Textile,(240),Job Security,"Company Culture, Promotions",Bharuch +16 other locations
Crown Solutions,3.7,IT Services & Consulting,(240),Work Life Balance,"Promotions, Job Security, Skill Development",Chennai +10 other locations
NBCC,3.9,Real Estate,(240),"Skill Development, Company Culture, Work Satisfaction",Salary,New Delhi +33 other locations
Live Connections,3.8,Recruitment,(240),Skill Development,"Promotions, Salary",Chennai +7 other locations
Fortune Park Hotels,4.0,Hospitality,(240),"Work Life Balance, Job Security, Skill Development",,Ahmedabad +48 other locations
Barmalt Malting,3.9,Food Processing,(241),"Work Life Balance, Job Security",Promotions,Gurugram +14 other locations
University of Petroleum & Energy Studies,3.7,Education & Training,(240),"Work Life Balance, Salary","Promotions, Job Security, Work Satisfaction",Dehradun +12 other locations
VGN Projects Estates,3.8,Real Estate,(240),,"Job Security, Company Culture, Promotions",Chennai +8 other locations
Shalimar Corp,4.3,Real Estate,(240),"Work Life Balance, Salary, Work Satisfaction",,Lucknow +13 other locations
Boston Institute of Analytics,4.3,Education & Training,(240),"Company Culture, Salary, Work Satisfaction",,Mumbai +13 other locations
Dhandhania Infotech,3.3,IT Services & Consulting,(240),,"Promotions, Skill Development, Salary",Nagpur +4 other locations
Accentuate Business Solutions,3.6,IT Services & Consulting,(240),,"Promotions, Salary, Work Satisfaction",Bengaluru +16 other locations
Epicor Software Corporation,2.9,IT Services & Consulting,(240),,"Promotions, Skill Development, Job Security",Bengaluru +4 other locations
Renata Precision Components,3.4,Industrial Machinery,(240),,"Salary, Work Life Balance, Promotions",Pune +10 other locations
Innoval Digital Solutions,4.7,Software Product,(239),"Work Life Balance, Job Security, Skill Development",,Thiruvananthapuram +6 other locations
11:11 Systems,3.4,IT Services & Consulting,(239),,"Job Security, Promotions, Skill Development",Pune +3 other locations
Med Manor Organics,3.7,Pharma,(239),,"Job Security, Promotions, Salary",Hyderabad +42 other locations
Greenway Health,3.0,IT Services & Consulting,(239),,"Job Security, Promotions, Company Culture",Bengaluru +3 other locations
Manubhai Jewellers,4.7,Jewellery,(239),"Skill Development, Company Culture, Work Life Balance",,Mumbai +2 other locations
National Petroleum Construction Company,4.4,Oil & Gas,(239),"Work Life Balance, Work Satisfaction, Company Culture",,Abu Dhabi +22 other locations
Kharafi National,4.3,Engineering & Construction,(239),"Work Satisfaction, Company Culture, Job Security",,Chennai +18 other locations
Innoval Digital Solutions,4.7,Software Product,(239),"Work Life Balance, Job Security, Skill Development",,Thiruvananthapuram +6 other locations
Pearl Global Industries,3.7,Fashion & Textile,(239),,"Promotions, Skill Development",Gurugram +12 other locations
Med Manor Organics,3.7,Pharma,(239),,"Job Security, Promotions, Salary",Hyderabad +42 other locations
Rustomjee Group,4.0,Real Estate,(239),"Salary, Job Security, Company Culture",,Mumbai +5 other locations
11:11 Systems,3.4,IT Services & Consulting,(239),,"Job Security, Promotions, Skill Development",Pune +3 other locations
Rajan Technocast,4.7,Industrial Machinery,(239),"Skill Development, Salary, Company Culture",,Rajkot +18 other locations
Radius Global Solutions,2.8,BPO,(239),,"Promotions, Skill Development, Company Culture",Mumbai +5 other locations
Learning Links Foundation,4.2,Non-Profit,(239),"Work Life Balance, Work Satisfaction, Company Culture",Promotions,New Delhi +46 other locations
The New India Assurance Co.,4.4,Insurance,(239),"Company Culture, Work Life Balance, Job Security",,Mumbai +84 other locations
ILS Hospitals,3.6,Healthcare,(239),,"Promotions, Work Satisfaction, Salary",Kolkata +11 other locations
Javi Systems,3.6,IT Services & Consulting,(239),,"Promotions, Job Security, Skill Development",Gurugram +34 other locations
Indo German Tool Room,4.0,Government,(239),Skill Development,"Promotions, Job Security, Salary",Chhatrapati Sambhajinagar +20 other locations
Ileads Auxiliary Services,3.0,BPO,(239),,"Promotions, Salary, Company Culture",Dehradun +11 other locations
WPIL,3.4,Building Material,(239),,"Skill Development, Company Culture, Work Satisfaction",Kolkata +33 other locations
Arun Excello,3.8,Engineering & Construction,(239),"Company Culture, Work Satisfaction",Promotions,Chennai +14 other locations
Kwality Pharmaceuticals,3.9,Pharma,(239),Skill Development,,Amritsar +10 other locations
QualiZeal,4.0,IT Services & Consulting,(240),"Job Security, Company Culture, Skill Development",,Hyderabad +3 other locations
Nineleaps Technology Solutions,4.3,IT Services & Consulting,(239),"Work Life Balance, Promotions, Skill Development",,Bengaluru +4 other locations
OASYS Cybernetics,3.0,IT Services & Consulting,(240),,"Promotions, Salary, Company Culture",Chennai +32 other locations
Tide - Business Management Platform,3.7,FinTech,(239),,"Promotions, Work Satisfaction, Job Security",Hyderabad +15 other locations
American Oncology Institute,4.1,Healthcare,(239),"Company Culture, Work Life Balance, Job Security",,Hyderabad +25 other locations
Ammann Apollo,4.1,Industrial Machinery,(239),"Work Life Balance, Job Security, Salary",,Ahmedabad +19 other locations
Kapston Services,4.0,Recruitment,(239),"Work Life Balance, Salary",,Hyderabad +34 other locations
Carnival Cinemas,3.7,Media & Entertainment,(238),"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions, Salary",Mumbai +60 other locations
Expertrons,3.6,Education & Training,(238),,Job Security,Mumbai +7 other locations
Airblack,4.0,EdTech,(238),"Salary, Company Culture, Work Satisfaction",,Gurugram +6 other locations
Agrim,3.3,Agriculture,(239),,"Promotions, Work Life Balance, Work Satisfaction",Gurugram +15 other locations
Karanwal Capital,4.6,Investment Banking / Venture Capital / Private Equity,(238),"Company Culture, Work Satisfaction, Job Security",,Mumbai +2 other locations
Chandan Steel,3.4,Metals & Mining,(238),,"Promotions, Salary, Company Culture",Umbergaon +17 other locations
Model N,4.5,Software Product,(238),"Company Culture, Work Life Balance, Work Satisfaction",,Hyderabad +1 other locations
Infosearch BPO Services,4.1,BPO,(238),"Job Security, Company Culture, Work Satisfaction",,Chennai +6 other locations
SkillRecruit,4.4,Recruitment,(238),"Company Culture, Work Life Balance, Work Satisfaction",,Hyderabad +11 other locations
Government of West Bengal,3.5,Government,(238),Job Security,"Promotions, Salary, Company Culture",Kolkata +38 other locations
Sewa Grih Rin,3.4,NBFC,(238),,"Company Culture, Job Security, Work Satisfaction",New Delhi +57 other locations
MQSYS Technologies,3.6,IT Services & Consulting,(238),Work Life Balance,"Promotions, Job Security",Chennai +17 other locations
Montra Electric,3.7,Automobile,(239),,Promotions,Chennai +30 other locations
Arkray Healthcare,3.4,Healthcare,(238),Work Life Balance,"Promotions, Salary, Skill Development",Surat +34 other locations
Bajel Projects,4.2,Engineering & Construction,(238),"Salary, Work Life Balance, Job Security",,Mumbai +51 other locations
Nordex India,3.8,Internet,(238),Work Life Balance,Promotions,Chennai +16 other locations
S Chand Group,3.6,Printing & Publishing,(238),,"Promotions, Skill Development, Company Culture",New Delhi +33 other locations
Grb Dairy Foods,3.5,Food Processing,(238),,"Promotions, Company Culture, Work Life Balance",Hosur +33 other locations
National Insurance Company,4.6,Insurance,(237),"Work Life Balance, Job Security, Company Culture",,Kolkata +82 other locations
Tesseract Imaging,4.0,,(237),"Salary, Promotions, Skill Development",,Navi Mumbai +5 other locations
Bihar Foundry and Castings Limited,4.4,Industrial Machinery,(237),"Salary, Company Culture, Work Satisfaction",,Ramngarh +9 other locations
Linfox Logistics,4.1,Urban Transport,(237),"Work Life Balance, Company Culture, Work Satisfaction",,Chennai +33 other locations
Skechers,4.1,Retail,(237),"Job Security, Company Culture, Work Life Balance",,Mumbai +57 other locations
The Sparks Foundation,4.3,Education & Training,(238),"Work Life Balance, Skill Development, Company Culture","Salary, Promotions",Mumbai +20 other locations
Marathon Realty,3.9,Real Estate,(237),"Company Culture, Job Security","Promotions, Salary",Mumbai +7 other locations
Alembic,3.9,Pharma,(237),Salary,,Vadodara +28 other locations
bebo Technologies,3.4,IT Services & Consulting,(237),,"Job Security, Promotions, Salary",Chandigarh +8 other locations
Nagata India,3.8,Metals & Mining,(237),"Skill Development, Job Security",Promotions,Gurugram +15 other locations
JAY JAY MILLS,4.0,Fashion & Textile,(237),"Job Security, Work Life Balance, Salary",,Erode +14 other locations
Linc,3.5,FMCG,(237),,"Promotions, Company Culture, Skill Development",Kolkata +34 other locations
Sanoh,4.1,Auto Components,(237),"Work Life Balance, Job Security, Company Culture",Promotions,Gurugram +17 other locations
SLAP,3.9,Management Consulting,(237),,"Promotions, Work Life Balance, Work Satisfaction",Anantapur +16 other locations
NCL BUILDTEK,3.5,Building Material,(237),,"Promotions, Skill Development, Salary",Hyderabad +37 other locations
Naprod Life Sciences,3.4,Pharma,(237),,"Job Security, Promotions, Company Culture",Mumbai +9 other locations
Pharmaceutical job,4.2,Pharma,(237),"Skill Development, Company Culture, Work Life Balance",,Mumbai +66 other locations
SMS Pharmaceuticals,3.1,Pharma,(237),,"Promotions, Company Culture, Salary",Hyderabad +6 other locations
EY-Parthenon,3.0,,(237),,"Company Culture, Work Life Balance, Work Satisfaction",Bengaluru +13 other locations
Neudesic Technologies,4.1,IT Services & Consulting,(237),"Skill Development, Salary, Job Security",,Bengaluru +4 other locations
20Cube Logistics,3.7,Logistics,(237),,"Promotions, Work Satisfaction",Chennai +30 other locations
Vara United,3.7,IT Services & Consulting,(236),,"Promotions, Salary, Company Culture",Hyderabad +29 other locations
National Small Industries Corporation,4.0,Government,(236),"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Salary",New Delhi +35 other locations
Box8,3.4,Hospitality,(236),,"Company Culture, Work Life Balance, Work Satisfaction",Bengaluru +20 other locations
ABEC,4.2,Events,(236),"Skill Development, Salary, Work Satisfaction",,Mumbai +13 other locations
St. John's Medical College Hospital,4.1,Healthcare,(236),"Job Security, Skill Development, Company Culture","Promotions, Salary",Bengaluru +11 other locations
CPM International,3.9,Recruitment,(236),"Work Life Balance, Company Culture","Promotions, Job Security, Skill Development",New Delhi +51 other locations
Evonith Value Steels,4.2,Iron & Steel,(236),"Job Security, Work Life Balance, Company Culture",Promotions,Wardha +12 other locations
Indiabulls Real Estate,4.4,Real Estate,(236),"Work Life Balance, Company Culture, Work Satisfaction",,Mumbai +22 other locations
Omprime Technology Private Limited,4.1,IT Services & Consulting,(236),"Company Culture, Work Life Balance, Work Satisfaction",,Gurugram +5 other locations
Agiliad,3.3,Engineering & Construction,(236),,"Promotions, Salary, Job Security",Pune +5 other locations
Magnasoft Consulting India,3.2,IT Services & Consulting,(236),,"Job Security, Promotions, Work Life Balance",Bengaluru +9 other locations
Dr B Lal Clinical Laboratory,4.4,Healthcare,(236),"Skill Development, Company Culture, Work Life Balance",,Jaipur +16 other locations
Scc Infrastructure,3.9,Engineering & Construction,(236),Salary,"Promotions, Job Security",Ahmedabad +34 other locations
American Tower Corporation,4.0,Telecom,(236),"Work Life Balance, Work Satisfaction, Company Culture",Promotions,Gurugram +45 other locations
Geetanjali Medical College and Hospital,4.0,Healthcare,(236),"Work Life Balance, Company Culture, Work Satisfaction",,Udaipur +22 other locations
RSH Global,4.1,FMCG,(236),"Work Life Balance, Company Culture, Job Security",Promotions,Kolkata +53 other locations
inMorphis Services,4.0,IT Services & Consulting,(236),"Skill Development, Salary, Company Culture",,Noida +8 other locations
VRC Constructions India,3.8,Engineering & Construction,(236),,Promotions,New Delhi +40 other locations
Freedom Employability Academy,4.1,Education & Training,(236),"Skill Development, Company Culture, Work Life Balance","Salary, Promotions",New Delhi +52 other locations
Linux Laboratories,4.0,Pharma,(236),"Work Satisfaction, Salary, Work Life Balance",,Chennai +37 other locations
Six Phrase,3.7,,(238),,"Promotions, Company Culture",Coimbatore +14 other locations
Koyo Bearings India,3.9,Auto Components,(235),Job Security,"Promotions, Work Satisfaction",Rewari +7 other locations
Harita Techserv,3.3,Recruitment,(235),,"Promotions, Salary, Company Culture",Bengaluru +12 other locations
Zones Corporate Solutions,3.2,IT Services & Consulting,(235),,"Promotions, Company Culture, Work Satisfaction",Bengaluru +9 other locations
S&IB Services,3.9,Facility Management Services,(236),"Work Life Balance, Job Security, Company Culture",Promotions,Kolkata +40 other locations
Student Life,4.0,Non-Profit,(235),"Skill Development, Company Culture, Work Life Balance",,Kolkata +49 other locations
Rajasthan Patrika,3.2,Broadcasting,(235),,"Promotions, Job Security, Company Culture",Jaipur +42 other locations
Aditya Birla Money,3.9,,(235),"Job Security, Work Life Balance, Company Culture",Promotions,Chennai +44 other locations
WEG,4.2,Electronics Manufacturing,(235),"Company Culture, Work Satisfaction, Skill Development",Promotions,Hosur +8 other locations
Ginger Hotels,3.9,Hospitality,(235),"Job Security, Skill Development, Company Culture","Promotions, Salary",Mumbai +41 other locations
Prompt Personnel,3.8,Recruitment,(235),"Company Culture, Work Life Balance",Promotions,Mumbai +32 other locations
